Kritik dan saran,translated,clean_text
"Catatan revisi tidak jelas.
Berkas sudah di ACC tapi belum di-approve, lalu admin dichat untuk konfirmasi tidak ada tanggapan padahal sudah lebih dari 1 minggu.","Revision notes are unclear.
The file has been in ACC but has not been approved, then the admin chatted to confirm there was no response even though it has been more than 1 week.","revision notes are unclear.
the file has been in acc but has not been approved, then the admin chatted to confirm there was no response even though it has been more than 1 week."
seharusnya untuk bagian upload eprint tidak di persulit sampai hari ini belum di review padahal kami juga ingin semuanya segera selesai dalam pemberkasan,The eprint uploading part should not have been complicated until today it has not been reviewed even though we also want everything to be completed immediately in the filing,the eprint uploading part should not have been complicated until today it has not been reviewed even though we also want everything to be completed immediately in the filing
"Menurut saya, STAR sering trouble pada saat ramai mahasiswa yang sedang mengakses, hal itu membuat beberapa mahasiswa yang sangat sangat urgent kesusahan. Karena saya pernah mengalaminya, dan terkadang saat pengajuan perubahan nilai prodi dengan selalu tidak sinkron, membuat semua orang bingung.","In my opinion, STAR often has problems when there are lots of students accessing it, which makes it difficult for some very urgent students. Because I've experienced it, and sometimes when submitting changes to study program values ​​it always doesn't sync, it makes everyone confused.","in my opinion, star often has problems when there are lots of students accessing it, which makes it difficult for some very urgent students. because i've experienced it, and sometimes when submitting changes to study program values ​​it always doesn't sync, it makes everyone confused."
Alur pengisian dokumen secara digital dengan syarat yang terlalu banyak dan perlu waktu tunggu verifikasi admin yang cukup lama,The flow of filling out documents digitally requires too many requirements and requires quite a long waiting time for admin verification,the flow of filling out documents digitally requires too many requirements and requires quite a long waiting time for admin verification
proses pengurusan administrasi akademik terasa sangat lambat dan kuran responsif dan informasi yang diberikan terkadang tidak konsisten,The academic administration process feels very slow and less responsive and the information provided is sometimes inconsistent,the academic administration process feels very slow and less responsive and the information provided is sometimes inconsistent
Untuk keluhan program twinning saya merasa awal semester kurang adanya sosialisasi sehingga adanya kurang informasi masalah pemberkasan dan mengurus tugas akhir mungkin itu saja,"Regarding complaints about the twinning program, I feel that at the beginning of the semester there was a lack of socialization so there was a lack of information regarding filing issues and taking care of final assignments, maybe that's all.","regarding complaints about the twinning program, i feel that at the beginning of the semester there was a lack of socialization so there was a lack of information regarding filing issues and taking care of final assignments, maybe that's all."
pelayanan serta informasi yang diberikan oleh BAA sangatlah baik namun saya pernah mendengar omongan yang menurut saya kurang sopan jika orang yang bersangkutan masih dapat mendengar bahwa ia dibicarakan tepat di belakang.. saya sadar diri bahwa saya belum bisa menjadi contoh maupun mahasiswa yang sangat baik dan terlalu lama  menetap di kampus..,"the service and information provided by BAA is very good, but I have heard talk that I think is impolite if the person concerned can still hear that he is being talked about right behind his back... I am self-aware that I cannot be an example or a very good student and too staying on campus for a long time...","the service and information provided by baa is very good, but i have heard talk that i think is impolite if the person concerned can still hear that he is being talked about right behind his back... i am self-aware that i cannot be an example or a very good student and too staying on campus for a long time..."
"1.  Saat masa perkuliahan beberapa kali dosen pengajar kurang tepat waktu untuk memulai pelajaran
2.  Saat masa penyusunan tesis, koordinasi dengan dosen pembimbing dan penguji sering tidak sinkron
3.  Dosen penguji kurang bisa memahami waktu mahasiswa yang juga sedang bekerjaa dan tidak memberi dengan cara ujian secara online","1. During the lecture period, several times the lecturer was not on time to start the lesson
2. During the thesis preparation period, coordination with supervisors and examiners is often not in sync
3. Examining lecturers are unable to understand the time of students who are also working and do not provide online exams","1. during the lecture period, several times the lecturer was not on time to start the lesson
2. during the thesis preparation period, coordination with supervisors and examiners is often not in sync
3. examining lecturers are unable to understand the time of students who are also working and do not provide online exams"
Pihak kampus dan mahasiswa seringkali menghadapi kesulitan dalam mendapatkan informasi yang diperlukan terkait kegiatan akademik dan administrasi. Informasi yang tidak jelas atau sulit diakses dapat menghambat proses pengambilan keputusan dan mengakibatkan ketidakpastian.,Campuses and students often face difficulties in obtaining the necessary information related to academic and administrative activities. Information that is unclear or difficult to access can hinder the decision-making process and result in uncertainty.,campuses and students often face difficulties in obtaining the necessary information related to academic and administrative activities. information that is unclear or difficult to access can hinder the decision-making process and result in uncertainty.
"semoga ke depannya bisa lebih baik lagi, untuk kepala BAA tolong diingatkan untuk kedisiplinanan karyawan BAA. untuk bapak kepala BAA tolong bawahannya ditegur kalo pas jam kerja malah keluar ngopi dan merokok diarea kantor BAA. terimakasih","Hopefully in the future it can be even better, the head of BAA, please remind BAA employees to be disciplined. For the head of BAA, please reprimand his subordinates if they go out drinking coffee and smoking in the BAA office area during working hours. Thank You","hopefully in the future it can be even better, the head of baa, please remind baa employees to be disciplined. for the head of baa, please reprimand his subordinates if they go out drinking coffee and smoking in the baa office area during working hours. thank you"
"1. biodata diri bisa di akses mandiri oleh mahasiswa
2. input nilai diharapkan bisa secepat mungkin
3. usahakan staff BAA ramah terhadap mahasiswa
4. jangan mempersulit mahasiswa dalam birokrasi apapun.
terimakasih","1. Personal biodata can be accessed independently by students
2. Value input is expected to be as fast as possible
3. Try to make BAA staff friendly towards students
4. Don't make things difficult for students in any bureaucracy.
Thank You","1. personal biodata can be accessed independently by students
2. value input is expected to be as fast as possible
3. try to make baa staff friendly towards students
4. don't make things difficult for students in any bureaucracy.
thank you"
"Kedepan nya semoga alur pengurusan akademik bisa lebih jelas dan mudah, terutama bagi mahasiswa yang praktik/coass jauh dari kampus UMS, terimakasih pak/bu","In the future, hopefully the flow of academic management can be clearer and easier, especially for students who practice/coass far from the UMS campus, thank you sir/madam","in the future, hopefully the flow of academic management can be clearer and easier, especially for students who practice/coass far from the ums campus, thank you sir/madam"
"Kalau petugas capek untuk memberikan informasi ya sebaiknya di beri pengumuman  yang resmi seperti pengumuman yg ditempel 
Petugasnya sebaiknya lebih ramah , saya tau bekerja menghadapi org banyak itu capek tp tidak sebaiknya seperti itu","If the officer is tired of providing information, it is better to give an official announcement such as a posted announcement 
The officers should be friendlier, I know working with lots of people is tiring but it shouldn't be like that","if the officer is tired of providing information, it is better to give an official announcement such as a posted announcement 
the officers should be friendlier, i know working with lots of people is tiring but it shouldn't be like that"
"kalau bisa ditiap ruangan di BAA ada pusat informasi yang bisa ditanya mengenai hal yang dibutuhkan mahasiswa atau dibagi menjadi masing masing fakultas jadi lebih jelas kalau Teknik ya bisa langsung ke stand teknik, bukan bingung cari sana sini.","If possible, in every room at BAA there is an information center where you can ask questions about what students need or it can be divided into each faculty so it's clearer that in Engineering, you can go straight to the engineering stand, instead of having to be confused looking here and there.","if possible, in every room at baa there is an information center where you can ask questions about what students need or it can be divided into each faculty so it's clearer that in engineering, you can go straight to the engineering stand, instead of having to be confused looking here and there."
Lebih banyak senyum dan menyapa dengan ramah dan hangat kepada mahasiswa atau pihak yang berkepentingan akan lebih menyenangkan dan meninggalkan kesan yang positif,Smiling more and greeting students or interested parties in a friendly and warm manner will be more pleasant and leave a positive impression,smiling more and greeting students or interested parties in a friendly and warm manner will be more pleasant and leave a positive impression
"alangkah baiknya selalu ada evaluasi terhadap kinerja petugas karena banyak keluhan dari mahasiswa, bagi petigas yang tidak sesui dengan ketetentuan kerja dan pelayanan harap ditindak tegas. ","It would be good to always have an evaluation of the performance of officers because there are many complaints from students, for officers who do not comply with the terms of work and service, please take firm action. ","it would be good to always have an evaluation of the performance of officers because there are many complaints from students, for officers who do not comply with the terms of work and service, please take firm action. "
"Jam buka harap di perpanjang sampai jam 3, kalau ada mahasiswa yang bertanya mohon di jelaskan secara detail, karena mahasiswa yang bertanya itu pasti dia tidak tahu, terimakasih ????","Please extend the opening hours until 3 o'clock, if there are students who ask questions, please explain in detail, because the students who ask will definitely not know, thank you ????","please extend the opening hours until 3 o'clock, if there are students who ask questions, please explain in detail, because the students who ask will definitely not know, thank you ????"
Petugas diharapkan agar lebih ramah saat melayani dan membantu mahasiswa dan diharapkan untuk petugas yang perempuan tidak berdandan terlalu berlebihan.,Officers are expected to be friendlier when serving and helping students and female officers are expected not to dress up too excessively.,officers are expected to be friendlier when serving and helping students and female officers are expected not to dress up too excessively.
Sudah baik. Namun perlu ada petunjuk untuk tiap keperluan agar lebih membantu mahasiswa untuk mempercepat keperluan. Petugas juga lebih ramah.,"It's good. However, there needs to be instructions for each need to better help students to speed up their needs. The officers are also friendlier.","it's good. however, there needs to be instructions for each need to better help students to speed up their needs. the officers are also friendlier."
"Jangan banyak petugas tapi tidak berfungsi secara maksimal dalam melayani kebutuhan mahasiswa. Dan tolong setiap petugas dalam memberikan pelayanan kepada mahasiswa harus jelas, ramah dan sabar.","Don't have too many officers but not function optimally in serving students' needs. And please, every officer in providing services to students must be clear, friendly and patient.","don't have too many officers but not function optimally in serving students' needs. and please, every officer in providing services to students must be clear, friendly and patient."
Perlu adanya SOP yang jelas dalam melayani mahasiswa atau user. Perlu menambah karyawan yang cekatan dan terampil sehingga pengerjaan tugas BAA lebih efektif.,There needs to be a clear SOP in serving students or users. It is necessary to add skilled and skilled employees so that BAA's tasks can be carried out more effectively.,there needs to be a clear sop in serving students or users. it is necessary to add skilled and skilled employees so that baa's tasks can be carried out more effectively.
lebih ditingkatkan lagi kinerja pelayanannya. kalau bisa dalam proses permintaan ttd prosesnya jangan terlalu lama. segera diberikan tdd agar proses selanjutnya tidak tertunda dan lama.,"further improve service performance. If possible, don't take too long to process your request. give it immediately so that the next process is not delayed and takes a long time.","further improve service performance. if possible, don't take too long to process your request. give it immediately so that the next process is not delayed and takes a long time."
"perlu terobosan supaya tidak terlalu menyita waktu pendaftaran, misalnya daftar S2 tidak perlu banyak data yg diupload. cukup ijazah S1 dan fotocopy KTP. ","We need a breakthrough so that registration doesn't take up too much time, for example registering for S2 doesn't require a lot of data to be uploaded. Just a bachelor's degree and a photocopy of your KTP. ","we need a breakthrough so that registration doesn't take up too much time, for example registering for s2 doesn't require a lot of data to be uploaded. just a bachelor's degree and a photocopy of your ktp. "
"maaf sebelumnya, entah ini tempat yg tepat atau tidak. lebih kepada kritik saran. tolong WEB kampus yang berakreditasi A ini diperbaiki agar tidak sering DOWN. 

mohon sistem administrasi lebih modern dan efisien sehingga dapat dengan maksimal melayani mahasiswa

saya harap UMS semakin baik, maju dan profesional","Sorry in advance, I don't know if this is the right place or not. more like criticism and suggestions. Please repair the A-accredited campus WEB so that it doesn't go down frequently. 

Please make the administration system more modern and efficient so that it can serve students optimally

I hope UMS gets better, more advanced and professional","sorry in advance, i don't know if this is the right place or not. more like criticism and suggestions. please repair the a-accredited campus web so that it doesn't go down frequently. 

please make the administration system more modern and efficient so that it can serve students optimally

i hope ums gets better, more advanced and professional"
"tolong dengan mahasiswa lebih friendly lagi, saya paham tugas anda banyak dan sibuk namun sebagai pelayanan servis (teman mahasiswa) keramahan itu harus. terima kasih","Please be more friendly with students, I understand that you have a lot of work to do and are busy, but as a service provider (student friends) friendliness is a must. Thank You","please be more friendly with students, i understand that you have a lot of work to do and are busy, but as a service provider (student friends) friendliness is a must. thank you"
Untuk pelayanan mohon jangan mengeluh meskipun jadwal dekat dengan UTS atau UAS karena memang sudah tugas BAA untuk MELAYANI KEBUTUHAN TERKAIT AKADEMIK MAHASISWA.,"Regarding service, please do not complain even though the schedule is close to UTS or UAS because it is BAA's job to SERVE STUDENTS' ACADEMIC RELATED NEEDS.","regarding service, please do not complain even though the schedule is close to uts or uas because it is baa's job to serve students' academic related needs."
"sebaiknya layanan untuk mahasiswa ditambah kinerja pelayanannya.Jadi jika memasuki masa seperti krs tidak perlu mengantri lama .
Kalau KRSan sistemnya jangan sering error,diperbaiki agar tidak mudah error","It would be better if the service for students is enhanced by service performance. So if you enter a period like KRS you don't have to queue for a long time.
If the KRSan system doesn't error frequently, repair it so it doesn't error easily","it would be better if the service for students is enhanced by service performance. so if you enter a period like krs you don't have to queue for a long time.
if the krsan system doesn't error frequently, repair it so it doesn't error easily"
"Harus lebih di evaluasi, pada dasarnya mahasiswa hanya ingin meminta tolong, dalam hal kesulitan di kampus, dan itu sudah ranah kerjanya pihak masing"" yang bertugas, harus lebih bisa menghargai satu sama lain. Tugas = tanggung jawab","There must be more evaluation, basically students just want to ask for help, in the event of difficulties on campus, and that is within the scope of work of the respective parties in charge, they must be able to respect each other more. Duties = responsibilities","there must be more evaluation, basically students just want to ask for help, in the event of difficulties on campus, and that is within the scope of work of the respective parties in charge, they must be able to respect each other more. duties = responsibilities"
"Assalamualaikum
Untuk saran, alangkah baiknya apabila ditambah lagi staf admin aktivasi pada waktu pembayaran ketika akan masuk kuliah maupun akan ujian sehingga mahasiswa tetap nyaman dalam melakukan proses aktivasi pembayaran
Terimakasih
Wassalamualaikum","Assalamualaikum
As a suggestion, it would be good if additional activation admin staff were added at the time of payment when going to college or taking exams so that students remain comfortable in carrying out the payment activation process
Thank You
Wassalamualaikum","assalamualaikum
as a suggestion, it would be good if additional activation admin staff were added at the time of payment when going to college or taking exams so that students remain comfortable in carrying out the payment activation process
thank you
wassalamualaikum"
"1. Agar adanya informasi pasti (saat pembuatan) untuk kapan jadi setiap pembuatan surat atau lainnya yang sejenis.
2. Supaya lebih greget, semangat, dan menyenangkan, maka lakukan rekrut pegawai muda (seperti saya, misalnya). hehehe","1. So that there is definite information (at the time of creation) regarding when each letter or other similar letter will be made.
2. To be more enthusiastic, enthusiastic and fun, recruit young employees (like me, for example). hehehe","1. so that there is definite information (at the time of creation) regarding when each letter or other similar letter will be made.
2. to be more enthusiastic, enthusiastic and fun, recruit young employees (like me, for example). hehehe"
Untuk staff BAA bisa diagendakan sesekali studi banding ke perpustakaan UMS untuk melihat bagaimana pelayanan yang ada disana karena kedua tempat tersebut sama-sama melayani mahasiswa.,"For BAA staff, an occasional study visit to the UMS library can be scheduled to see how the services are there because both places serve students.","for baa staff, an occasional study visit to the ums library can be scheduled to see how the services are there because both places serve students."
Memperjelas SOP  dengan membuat banner dan sebagainya. Sebagai petugas pelayanan public harusnya pegawai lebih sopan melayani mahasiswa.,"Clarify SOPs by making banners and so on. As public service officers, employees should be more polite in serving students.","clarify sops by making banners and so on. as public service officers, employees should be more polite in serving students."
"Tolong diperjelas untuk SOP pelayanan akademik, karena sempat beberapa waktu lalu pelayanan dilempar lempar. Jika semua petugas paham SOP akademik saya rasa tidak akan terjadi hal-hal yang merugikan bagi mahasiswa khususnya","Please clarify the SOP for academic services, because some time ago the service was thrown around. If all officers understand academic SOPs, I don't think anything detrimental will happen to students in particular","please clarify the sop for academic services, because some time ago the service was thrown around. if all officers understand academic sops, i don't think anything detrimental will happen to students in particular"
"semakin ditingkatkan, prosedur dalam memperoleh berkas berkaitan dengan BAA diperjelas kembali. mungkin bisa melalui media sosial seperti Instagram. agar mahasiswa merasa semakin dekat dengan BAA.","increasingly improved, procedures for obtaining files relating to BAA are clarified again. maybe it can be done through social media like Instagram. so that students feel closer to BAA.","increasingly improved, procedures for obtaining files relating to baa are clarified again. maybe it can be done through social media like instagram. so that students feel closer to baa."
Memperjelas SOP  dengan membuat banner dan sebagainya. Sebagai petugas pelayanan public harusnya pegawai lebih sopan dalam member pelayanan.,"Clarify SOPs by making banners and so on. As public service officers, employees should be more polite in providing services.","clarify sops by making banners and so on. as public service officers, employees should be more polite in providing services."
Resign petugas yang sekiranya tidak professional dan kurang menghargai mahasiswa supayaa citra Baa di mata kami mahasiswa adalah citra yang bagus dan penuh kelembutann... Aseekk,Resign officers who are unprofessional and don't respect students so that Baa's image in our eyes of students is a good image and full of gentleness... Aseekk,resign officers who are unprofessional and don't respect students so that baa's image in our eyes of students is a good image and full of gentleness... aseekk
"Informasi yang ada agar dapat diperluas dan diperjelas dengan baik, bisa bekerjasama dengan organisasi maupun komunitas mahasiswa yang ada.","The existing information can be expanded and clarified properly, in collaboration with existing student organizations and communities.","the existing information can be expanded and clarified properly, in collaboration with existing student organizations and communities."
kami berharap semua petugas akademik di BA UMS selalu senyum dan ramah sehingga mahasiswa merasa damai senang saat mengurus keperluan di sana. terimakasih,We hope that all academic officers at BA UMS will always smile and be friendly so that students feel peaceful and happy when taking care of their needs there. Thank You,we hope that all academic officers at ba ums will always smile and be friendly so that students feel peaceful and happy when taking care of their needs there. thank you
"Perbaikan sistem pelayanan terhadap mahasiswa, adakan pelatihan seperti cara menghargai etika berbicara dan melayani mahasiswa, sebagaimana mahasiswa menghormati petugas","Improve the service system for students, hold training on how to respect the ethics of speaking and serving students, as students respect officers","improve the service system for students, hold training on how to respect the ethics of speaking and serving students, as students respect officers"
"Sebaiknya transkrip nilai diurus tepat setelah nilai mahasiswa keluar, sehingga mahasiswa tidak kesulitan ketika membutuhkan transkrip nilai secara utuh","It is best to arrange transcripts right after the student's grades come out, so that students do not have difficulty when they need a complete transcript","it is best to arrange transcripts right after the student's grades come out, so that students do not have difficulty when they need a complete transcript"
"Perluanya adanya rapat koordinasi dengan baik agar kualitas layanan lebih meningkat, yang didalamnya meliputi pembahasan keramahan terhadap mahasiswa ,memberlakukan 3 s (senyum sapa salam), 

lebih mementingkan urusan mahasiswa dibandingkan melakukan kegiatan lain seperti ( melihat channel youtube) dan kurang memperhatikan mahasiswa yang datang untuk meminta bantuan layanan.","It is necessary to have good coordination meetings so that the quality of service can improve, which includes discussing friendliness towards students, implementing the 3 s (smile and greeting), 

prioritize student affairs rather than doing other activities such as (watching YouTube channels) and pay less attention to students who come to ask for service assistance.","it is necessary to have good coordination meetings so that the quality of service can improve, which includes discussing friendliness towards students, implementing the 3 s (smile and greeting), 

prioritize student affairs rather than doing other activities such as (watching youtube channels) and pay less attention to students who come to ask for service assistance."
"Karyawan seharusnya ramah dan bekerja dengan ikhlas. Birokrasi untuk mengurus sesuatu di BAA agar lebih di mudahkan atau dibuatkan infografis agar lebih menarik dan mudah di pahami. Ruangan BAA yg terlihat seperti tertutup membuat mahasiswa ragu untuk masuk ke dalamnya.
Terimakasih","Employees should be friendly and work sincerely. Bureaucracy to make things easier at BAA or create infographics to make them more interesting and easy to understand. The BAA room which looks closed makes students hesitate to enter it.
Thank You","employees should be friendly and work sincerely. bureaucracy to make things easier at baa or create infographics to make them more interesting and easy to understand. the baa room which looks closed makes students hesitate to enter it.
thank you"
adanya papan nama di meja yang memberitahukan bahwa orang yang menempati meja tersebut bertanggung jawab akan hal - hal yang berhubungan dengan kebutuhan mahasiswa sehingga tidak kebingungan mencari.,There is a nameplate on the table that informs you that the person occupying the table is responsible for matters relating to student needs so that there is no confusion in searching.,there is a nameplate on the table that informs you that the person occupying the table is responsible for matters relating to student needs so that there is no confusion in searching.
diberikan alat yang disediakan secara mandiri agar mahasiswa yang memerlukan sesuatu seperti surat kerengan masih kuliah bisa langsung mencetak secara mandiri,provided with tools that are provided independently so that students who need something like a letter of absence while still studying can immediately print it independently,provided with tools that are provided independently so that students who need something like a letter of absence while still studying can immediately print it independently
"1) lebih diperjelas lagi terkait sistem yang terdapat di UMS agar tidak menyusahkan mahasiswanya dalam hal administrasi
2) lebih bersikap ramah, sabar dan ikhlas dalam mengerjakan tugasnya dalam pengecekan unggahan draft skripsi, agar mahasiswa yang dibantu dalam hal penyusunan unggahan dapat memberikan kesan yang baik
3) setiap petugas lebih disamakan lagi formatnya, agar tidak menyusahkan mahasiswanya","1) Clarify more regarding the system at UMS so that it does not cause difficulties for students in terms of administration
2) be more friendly, patient and sincere in carrying out their duties in checking uploads of thesis drafts, so that students who are assisted in preparing uploads can give a good impression
3) The format is more uniform for each officer, so as not to make things difficult for the students","1) clarify more regarding the system at ums so that it does not cause difficulties for students in terms of administration
2) be more friendly, patient and sincere in carrying out their duties in checking uploads of thesis drafts, so that students who are assisted in preparing uploads can give a good impression
3) the format is more uniform for each officer, so as not to make things difficult for the students"
"1. Perlunya ada konsekuensi apabila staff tidak datang tepat waktu kecuali karena alasan yang dibenarkan
2. Harus diadakan evaluasi setiap minggu sekali atau setiap 1 bulan  sekali agar pelayanan terkontrol dan agar memberikan pelayanan yang terbaik terhadap mahasiswa sehingga mahasiswa merasa puas terhadap pelayanan yang diberikan oleh BAA
3. Perlu dikaji ulang agar sistem pengelolaan yang ada di BAA bisa dibantu oleh jurusan atau fakultas masing-masing sehingga tidak tersentralisasi seperti sekarang. ","1. There needs to be consequences if staff do not arrive on time except for justified reasons
2. Evaluations must be held every week or once a month so that services are controlled and to provide the best service to students so that students feel satisfied with the services provided by BAA
3. It needs to be reviewed so that the existing management system at BAA can be assisted by each department or faculty so that it is not centralized like now. ","1. there needs to be consequences if staff do not arrive on time except for justified reasons
2. evaluations must be held every week or once a month so that services are controlled and to provide the best service to students so that students feel satisfied with the services provided by baa
3. it needs to be reviewed so that the existing management system at baa can be assisted by each department or faculty so that it is not centralized like now. "
"lebih ramah lagi, diperbaiki sistemnya, pelayanan kemahasiswa dimaksimalkan karena keluhan mahasiswa untuk perbaikan BAA yang lebih baik..
terimkasih untuk pelayanannya selama ini..","friendlier, the system has been improved, student services have been maximized due to student complaints for better BAA improvements...
thank you for your service so far..","friendlier, the system has been improved, student services have been maximized due to student complaints for better baa improvements...
thank you for your service so far.."
saya harap para petugas yang berada di BAA bisa memperbaiki cara berkomunikasi dengan mahasiswa yang sedang mecari informasi seputar perkuliahan.,I hope that the officers at BAA can improve the way they communicate with students who are looking for information about lectures.,i hope that the officers at baa can improve the way they communicate with students who are looking for information about lectures.
setiap ruangan atau petugas BAA mohon diberi tulisan agar tidak membingungkan mahasiwa yang ingin mengurus suatu keperluan serta pihak petugas memberikan informasi melalui sms/wa untuk memberitahukan bahwa surat sudah jadi dg seperti itu jelas informasi terkait,Each room or BAA officer is asked to provide writing so as not to confuse students who want to take care of a need and the officer provides information via SMS/WA to inform them that the letter has been finished with clear relevant information.,each room or baa officer is asked to provide writing so as not to confuse students who want to take care of a need and the officer provides information via sms/wa to inform them that the letter has been finished with clear relevant information.
"Agar petugas lebih ramah, karena kami pun bertanya dengan sopan, jadi mahasiswa dan petugas sama-sama saling menghargai dan menghormati.","So that the officers are friendlier, because we ask politely, so students and officers both respect and respect each other.","so that the officers are friendlier, because we ask politely, so students and officers both respect and respect each other."
lebih meningkatkan lagi kualitas kinerja pelayanan akademik di BAA UMS supaya bisa melayani semua mahasiswa/i UMS secara maksimal.,further improve the quality of academic service performance at BAA UMS so that it can serve all UMS students optimally.,further improve the quality of academic service performance at baa ums so that it can serve all ums students optimally.
"Sebaiknya UMS memberika penyuluhan kepada petugas di BAA agar mereka menjalankan tugas dengan baik, dengan sikap ramah dan santun melayani mahasiswa karena memang tugas dari BAA adalah melayani mahasiswa.","It would be better for UMS to provide counseling to officers at BAA so that they carry out their duties well, with a friendly and polite attitude in serving students because BAA's job is to serve students.","it would be better for ums to provide counseling to officers at baa so that they carry out their duties well, with a friendly and polite attitude in serving students because baa's job is to serve students."
"Tolong antisipasi (ada backup) apabila ada lunjakan permintaan pelayanan dari mahasiswa, jadi supaya jangan ada antrean panjang atau malah ada mahasiswa yang terabaikan.","Please anticipate (have a backup) if there is a surge in requests for services from students, so that there are no long queues or students are neglected.","please anticipate (have a backup) if there is a surge in requests for services from students, so that there are no long queues or students are neglected."
Memperjelas SOP  dengan membuat banner dan sebagainya. Sebagai petugas pelayanan public harusnya pegawai lebih sopan dalam memberi pelayanan.,"Clarify SOPs by making banners and so on. As public service officers, employees should be more polite in providing services.","clarify sops by making banners and so on. as public service officers, employees should be more polite in providing services."
"Lebih menyediakan cp resmi yg bisa di hubungi oleh mahasiswa secara langsung, seperti aplikasi chatting online sehingga lebih mudah penyebaran informasi nya. ","Provide official CPs that students can contact directly, such as online chat applications, so that it is easier to disseminate information. ","provide official cps that students can contact directly, such as online chat applications, so that it is easier to disseminate information. "
mohon informasi disesuaikan dengan kenyataan (kalau memang alamatnya ganti ya surat edaran mohon direvisi) supaya tidak membingungkan ...suwun,"Please adjust the information to reality (if the address has been changed, please revise the circular) so that it is not confusing... suwun","please adjust the information to reality (if the address has been changed, please revise the circular) so that it is not confusing... suwun"
"ditingkatkan lagi keramahannya walapun sedang ramai
semangat terus bapak ibu yang bekerja disana
terimakasih telah melayani kami
jangan lupa tersenyum yaaaaa","The friendliness was further improved even though it was busy
Keep up the enthusiasm, ladies and gentlemen who work there
thank you for serving us
don't forget to smile, okay?","the friendliness was further improved even though it was busy
keep up the enthusiasm, ladies and gentlemen who work there
thank you for serving us
don't forget to smile, okay?"
"penyederhanaan alur akademik, daftar wisuda, dll. peningkatan layanan. lebih sinkronisasi dengan biro dan fakultas. perbaikan sistem AJT dan STAR. ","simplification of academic flow, graduation list, etc. service improvement. more synchronization with bureaus and faculties. improvements to the AJT and STAR systems. ","simplification of academic flow, graduation list, etc. service improvement. more synchronization with bureaus and faculties. improvements to the ajt and star systems. "
"1.Mohon agar petugas lebih ramah terhadap mahasiswa yang melakukan pengaduan di BAA
2. sejauh ini pelayanan sudah cukup baik, kedepanya agar bisa lebih baik lagi :)","1. We ask that officers be friendlier towards students who make complaints at BAA
2. So far the service has been quite good, in the future it can be even better :)","1. we ask that officers be friendlier towards students who make complaints at baa
2. so far the service has been quite good, in the future it can be even better :)"
perlu ditingkatkan dalam memberikan pelayanan kepada mahasiswa dalam keramahan serta komunikasinya agar mahasiswa juga merasa nyaman,needs to be improved in providing services to students in terms of friendliness and communication so that students also feel comfortable,needs to be improved in providing services to students in terms of friendliness and communication so that students also feel comfortable
menurut saya alangkah baiknya jika petugas bertanya dahulu kepada mahasiswa yang bersangkutan mau langsung diprint atau dicek dahulu,"In my opinion, it would be better if the officer asked the student concerned first if they wanted to print it or check it first","in my opinion, it would be better if the officer asked the student concerned first if they wanted to print it or check it first"
"Sebaiknya petugas lebih meningkatkan lagi keramahan dalam melayani kepentingan mahasiswa, kalau berbicara dengan santai lebih enak kenapa harus dengan marah-marah, mahasiswa itu kan butuh informasi , selain itu jika ada aturan baru yang dibuat harap disosialisasikan kepada mahasiswa, terima kasih","It would be better for officers to improve their friendliness in serving students' interests. If you speak in a relaxed manner, it's better, why do you have to be angry, students need information, apart from that, if there are new rules that are made, please disseminate them to students, thank you.","it would be better for officers to improve their friendliness in serving students' interests. if you speak in a relaxed manner, it's better, why do you have to be angry, students need information, apart from that, if there are new rules that are made, please disseminate them to students, thank you."
Keramahan petugas mohon ditingkatkan dan terkait dengan Kesediaan Petugas mohon apabila petugas tidak hadir atau tidak ada dapat di backup oleh petugas lain agar supaya pelayanan tetap berjalan meskipun petugas utama tidak hadir/ijin/cuti terimakasih.,"Please improve the friendliness of the officers and in relation to the availability of the officers, please ask that if the officers are not present or not available, they can be backed up by other officers so that the service can continue even if the main officer is absent/permitted/on leave. Thank you.","please improve the friendliness of the officers and in relation to the availability of the officers, please ask that if the officers are not present or not available, they can be backed up by other officers so that the service can continue even if the main officer is absent/permitted/on leave. thank you."
Lebih ramah lagi sama mahasiswa karna pegawai BAA itu yg bayar mahasiswa dan jawab dengan jelas ketika di minta informasi bukan hanya lempar tanggung jawab,"Even friendlier to students because BAA employees are the ones who pay students and answer clearly when asked for information, not just throwing responsibility around.","even friendlier to students because baa employees are the ones who pay students and answer clearly when asked for information, not just throwing responsibility around."
